,train,val,test
0,normal_060,normal_090,normal_096
1,normal_083,normal_064,test_096
2,normal_076,test_020,normal_154
3,normal_136,test_003,test_067
4,normal_005,test_062,test_103
5,normal_158,normal_111,normal_014
6,normal_142,normal_153,normal_001
7,normal_067,normal_140,normal_152
8,normal_146,normal_132,test_120
9,normal_028,normal_114,normal_126
10,normal_075,test_012,normal_063
11,normal_057,normal_027,normal_002
12,normal_135,test_005,test_101
13,normal_119,test_035,normal_071
14,normal_035,test_129,normal_106
15,normal_145,normal_084,normal_141
16,normal_127,normal_013,normal_033
17,normal_120,normal_011,normal_080
18,normal_094,test_039,test_100
19,normal_131,normal_068,normal_049
20,normal_144,test_130,test_060
21,normal_069,test_127,normal_082
22,normal_148,normal_029,normal_081
23,normal_023,normal_139,normal_099
24,normal_109,tumor_031,tumor_080
25,normal_066,tumor_064,tumor_039
26,normal_025,tumor_077,tumor_094
27,normal_046,tumor_056,tumor_074
28,normal_032,tumor_004,tumor_028
29,normal_048,test_010,test_051
30,normal_034,tumor_014,tumor_090
31,normal_073,tumor_101,tumor_030
32,normal_070,test_026,tumor_025
33,normal_017,tumor_073,test_117
34,normal_045,tumor_091,tumor_041
35,normal_115,tumor_070,tumor_087
36,normal_019,tumor_083,tumor_066
37,normal_041,tumor_029,test_027
38,normal_037,tumor_016,test_071
39,normal_054,test_030,tumor_009
40,normal_157,,
41,normal_040,,
42,normal_118,,
43,normal_103,,
44,normal_062,,
45,normal_036,,
46,normal_097,,
47,normal_043,,
48,normal_053,,
49,normal_123,,
50,normal_078,,
51,normal_012,,
52,normal_020,,
53,normal_128,,
54,normal_122,,
55,normal_051,,
56,normal_087,,
57,normal_124,,
58,normal_047,,
59,normal_116,,
60,normal_130,,
61,normal_042,,
62,normal_026,,
63,normal_095,,
64,normal_100,,
65,normal_155,,
66,normal_133,,
67,test_024,,
68,test_106,,
69,test_023,,
70,test_125,,
71,test_115,,
72,test_054,,
73,normal_150,,
74,test_077,,
75,test_107,,
76,test_045,,
77,test_063,,
78,test_041,,
79,test_018,,
80,test_081,,
81,test_056,,
82,test_080,,
83,test_015,,
84,test_078,,
85,test_055,,
86,normal_016,,
87,normal_092,,
88,test_085,,
89,test_059,,
90,test_088,,
91,test_050,,
92,normal_156,,
93,test_057,,
94,test_053,,
95,normal_117,,
96,test_093,,
97,test_095,,
98,test_022,,
99,test_112,,
100,test_111,,
101,test_032,,
102,test_017,,
103,test_083,,
104,test_128,,
105,normal_021,,
106,test_091,,
107,test_072,,
108,test_014,,
109,test_019,,
110,test_044,,
111,test_123,,
112,normal_039,,
113,test_042,,
114,test_124,,
115,test_007,,
116,test_126,,
117,test_118,,
118,test_036,,
119,test_025,,
120,normal_024,,
121,test_070,,
122,test_006,,
123,test_037,,
124,test_034,,
125,test_086,,
126,test_047,,
127,test_009,,
128,test_089,,
129,test_028,,
130,test_058,,
131,normal_093,,
132,test_119,,
133,test_098,,
134,test_076,,
135,test_031,,
136,test_109,,
137,normal_074,,
138,test_043,,
139,test_087,,
140,normal_138,,
141,normal_098,,
142,normal_110,,
143,normal_105,,
144,tumor_010,,
145,tumor_100,,
146,tumor_097,,
147,tumor_017,,
148,tumor_068,,
149,tumor_050,,
150,tumor_093,,
151,tumor_108,,
152,tumor_019,,
153,tumor_098,,
154,tumor_069,,
155,tumor_048,,
156,tumor_047,,
157,tumor_061,,
158,tumor_026,,
159,tumor_096,,
160,tumor_027,,
161,tumor_040,,
162,tumor_102,,
163,tumor_106,,
164,tumor_011,,
165,tumor_038,,
166,tumor_062,,
167,tumor_065,,
168,tumor_092,,
169,tumor_033,,
170,tumor_034,,
171,tumor_078,,
172,tumor_082,,
173,tumor_007,,
174,tumor_003,,
175,tumor_059,,
176,tumor_086,,
177,tumor_075,,
178,tumor_081,,
179,tumor_103,,
180,tumor_043,,
181,tumor_079,,
182,tumor_015,,
183,tumor_054,,
184,tumor_067,,
185,tumor_052,,
186,tumor_013,,
187,tumor_006,,
188,tumor_110,,
189,tumor_037,,
190,tumor_084,,
191,tumor_099,,
192,tumor_105,,
193,tumor_072,,
194,tumor_002,,
195,tumor_104,,
196,tumor_021,,
197,tumor_053,,
198,tumor_063,,
199,tumor_085,,
200,tumor_023,,
201,tumor_109,,
202,tumor_042,,
203,tumor_111,,
204,tumor_020,,
205,tumor_044,,
206,tumor_071,,
207,tumor_095,,
208,tumor_035,,
209,tumor_055,,
210,tumor_089,,
211,tumor_045,,
212,tumor_058,,
213,tumor_001,,
214,tumor_012,,
215,tumor_036,,
216,tumor_049,,
217,tumor_057,,
218,tumor_060,,
219,tumor_005,,
220,tumor_008,,
221,tumor_018,,
222,tumor_046,,
223,tumor_022,,
224,tumor_076,,
225,tumor_032,,
226,tumor_088,,
227,tumor_024,,
228,tumor_051,,
229,tumor_107,,
230,test_094,,
231,test_052,,
232,test_046,,
233,test_061,,
234,test_016,,
235,test_102,,
236,test_122,,
237,test_092,,
238,test_113,,
239,test_013,,
