,train,val,test
0,normal_060,normal_078,normal_091
1,normal_083,test_042,normal_089
2,normal_141,normal_106,normal_030
3,normal_136,normal_071,normal_143
4,normal_027,normal_070,normal_100
5,normal_005,normal_054,normal_139
6,normal_158,test_091,normal_104
7,normal_142,test_088,normal_109
8,normal_067,normal_087,normal_132
9,normal_028,test_019,normal_039
10,normal_075,normal_150,normal_009
11,normal_096,normal_098,normal_064
12,normal_057,normal_155,test_057
13,normal_111,test_118,normal_010
14,normal_135,test_007,normal_131
15,normal_119,normal_149,test_032
16,normal_154,normal_123,test_003
17,normal_035,normal_076,normal_146
18,normal_145,normal_014,test_034
19,normal_127,test_130,normal_019
20,normal_120,normal_063,normal_016
21,normal_094,test_127,normal_116
22,normal_144,normal_108,test_043
23,normal_069,normal_080,normal_122
24,normal_148,tumor_035,tumor_042
25,normal_023,tumor_097,tumor_005
26,normal_066,test_079,tumor_067
27,normal_049,tumor_024,tumor_104
28,normal_025,tumor_023,test_004
29,normal_046,test_064,tumor_066
30,normal_032,tumor_028,tumor_103
31,normal_002,tumor_074,test_016
32,normal_048,tumor_045,tumor_082
33,normal_034,tumor_061,test_065
34,normal_073,tumor_101,tumor_078
35,normal_017,test_117,tumor_065
36,normal_045,tumor_011,tumor_085
37,normal_115,tumor_015,tumor_100
38,normal_041,test_092,tumor_029
39,normal_037,tumor_076,tumor_084
40,normal_157,,
41,normal_040,,
42,normal_118,,
43,normal_103,,
44,normal_062,,
45,normal_036,,
46,normal_097,,
47,normal_043,,
48,normal_053,,
49,normal_012,,
50,normal_020,,
51,normal_128,,
52,normal_051,,
53,normal_124,,
54,normal_090,,
55,normal_047,,
56,normal_099,,
57,normal_130,,
58,normal_140,,
59,normal_042,,
60,normal_026,,
61,normal_095,,
62,normal_082,,
63,normal_133,,
64,test_024,,
65,test_106,,
66,test_012,,
67,test_023,,
68,test_120,,
69,test_125,,
70,test_115,,
71,test_101,,
72,test_054,,
73,test_020,,
74,test_077,,
75,test_107,,
76,test_045,,
77,test_063,,
78,test_041,,
79,test_018,,
80,normal_153,,
81,test_081,,
82,test_056,,
83,test_080,,
84,test_015,,
85,test_078,,
86,test_055,,
87,normal_092,,
88,test_085,,
89,test_096,,
90,test_059,,
91,test_103,,
92,test_050,,
93,test_129,,
94,normal_156,,
95,test_100,,
96,test_060,,
97,test_053,,
98,normal_117,,
99,test_093,,
100,test_095,,
101,test_022,,
102,test_112,,
103,test_111,,
104,test_017,,
105,test_083,,
106,test_128,,
107,test_039,,
108,normal_021,,
109,test_035,,
110,test_072,,
111,test_014,,
112,test_044,,
113,test_123,,
114,test_124,,
115,test_126,,
116,test_036,,
117,test_025,,
118,normal_024,,
119,test_070,,
120,test_005,,
121,test_006,,
122,test_037,,
123,normal_081,,
124,test_086,,
125,test_047,,
126,test_009,,
127,test_089,,
128,test_062,,
129,test_028,,
130,test_058,,
131,normal_093,,
132,test_119,,
133,test_098,,
134,test_076,,
135,test_031,,
136,test_067,,
137,test_109,,
138,normal_074,,
139,test_087,,
140,normal_138,,
141,normal_110,,
142,normal_105,,
143,normal_088,,
144,tumor_010,,
145,tumor_077,,
146,tumor_017,,
147,tumor_070,,
148,tumor_068,,
149,tumor_056,,
150,tumor_050,,
151,tumor_093,,
152,tumor_073,,
153,tumor_108,,
154,tumor_019,,
155,tumor_091,,
156,tumor_098,,
157,tumor_069,,
158,tumor_048,,
159,tumor_047,,
160,tumor_026,,
161,tumor_096,,
162,tumor_027,,
163,tumor_040,,
164,tumor_102,,
165,tumor_106,,
166,tumor_038,,
167,tumor_004,,
168,tumor_062,,
169,tumor_092,,
170,tumor_033,,
171,tumor_034,,
172,tumor_030,,
173,tumor_083,,
174,tumor_007,,
175,tumor_003,,
176,tumor_059,,
177,tumor_086,,
178,tumor_075,,
179,tumor_014,,
180,tumor_081,,
181,tumor_080,,
182,tumor_043,,
183,tumor_079,,
184,tumor_090,,
185,tumor_054,,
186,tumor_052,,
187,tumor_013,,
188,tumor_006,,
189,tumor_039,,
190,tumor_110,,
191,tumor_037,,
192,tumor_099,,
193,tumor_105,,
194,tumor_072,,
195,tumor_002,,
196,tumor_031,,
197,tumor_094,,
198,tumor_021,,
199,tumor_053,,
200,tumor_063,,
201,tumor_109,,
202,tumor_087,,
203,tumor_111,,
204,tumor_016,,
205,tumor_064,,
206,tumor_020,,
207,tumor_044,,
208,tumor_071,,
209,tumor_095,,
210,tumor_009,,
211,tumor_055,,
212,tumor_089,,
213,tumor_025,,
214,tumor_058,,
215,tumor_001,,
216,tumor_012,,
217,tumor_036,,
218,tumor_049,,
219,tumor_057,,
220,tumor_060,,
221,tumor_008,,
222,tumor_018,,
223,tumor_041,,
224,tumor_046,,
225,tumor_022,,
226,tumor_032,,
227,tumor_088,,
228,tumor_051,,
229,tumor_107,,
230,test_094,,
231,test_052,,
232,test_046,,
233,test_061,,
234,test_102,,
235,test_122,,
236,test_113,,
237,test_013,,
238,test_033,,
239,test_040,,
