,train,val,test
0,normal_083,normal_060,normal_124
1,normal_076,test_080,test_088
2,normal_141,normal_064,test_083
3,normal_136,normal_067,normal_118
4,normal_027,test_093,normal_147
5,normal_005,normal_157,normal_135
6,normal_142,normal_150,test_112
7,normal_146,test_039,normal_130
8,normal_028,normal_155,test_076
9,normal_075,normal_097,test_005
10,normal_057,normal_081,test_012
11,normal_119,normal_024,normal_096
12,normal_154,test_060,test_015
13,normal_035,test_019,normal_158
14,normal_145,test_058,normal_020
15,normal_127,normal_137,normal_070
16,normal_120,normal_052,test_115
17,normal_094,test_103,normal_045
18,normal_131,test_034,normal_111
19,normal_144,test_006,normal_133
20,normal_069,test_035,normal_006
21,normal_148,normal_082,normal_093
22,normal_023,normal_066,normal_032
23,normal_109,normal_160,test_126
24,normal_049,tumor_102,tumor_106
25,normal_025,tumor_038,tumor_003
26,normal_046,tumor_039,tumor_049
27,normal_002,test_066,test_052
28,normal_048,tumor_094,tumor_087
29,normal_034,tumor_004,test_008
30,normal_073,tumor_059,tumor_018
31,normal_017,tumor_047,tumor_083
32,normal_115,tumor_066,test_016
33,normal_019,test_113,tumor_031
34,normal_063,tumor_046,tumor_074
35,normal_041,tumor_035,test_038
36,normal_037,tumor_009,tumor_029
37,normal_054,test_061,tumor_005
38,normal_040,test_040,tumor_085
39,normal_103,tumor_032,test_099
40,normal_062,,
41,normal_036,,
42,normal_043,,
43,normal_053,,
44,normal_123,,
45,normal_078,,
46,normal_012,,
47,normal_128,,
48,normal_122,,
49,normal_051,,
50,normal_087,,
51,normal_090,,
52,normal_047,,
53,normal_099,,
54,normal_116,,
55,normal_140,,
56,normal_042,,
57,normal_026,,
58,normal_095,,
59,normal_071,,
60,normal_100,,
61,test_024,,
62,test_106,,
63,test_023,,
64,test_120,,
65,test_125,,
66,test_101,,
67,test_054,,
68,test_020,,
69,test_077,,
70,test_107,,
71,test_045,,
72,test_063,,
73,test_041,,
74,test_018,,
75,normal_153,,
76,test_081,,
77,test_056,,
78,test_078,,
79,test_055,,
80,normal_016,,
81,normal_092,,
82,test_085,,
83,test_096,,
84,test_059,,
85,test_050,,
86,test_129,,
87,normal_156,,
88,test_057,,
89,test_100,,
90,test_053,,
91,normal_117,,
92,test_095,,
93,test_022,,
94,test_130,,
95,normal_132,,
96,test_111,,
97,test_032,,
98,test_017,,
99,test_128,,
100,normal_021,,
101,test_091,,
102,test_072,,
103,test_014,,
104,test_044,,
105,test_127,,
106,test_123,,
107,normal_039,,
108,test_042,,
109,test_124,,
110,test_003,,
111,test_007,,
112,test_118,,
113,test_036,,
114,test_025,,
115,test_070,,
116,test_037,,
117,test_086,,
118,test_047,,
119,test_009,,
120,test_089,,
121,test_062,,
122,test_028,,
123,test_119,,
124,test_098,,
125,test_031,,
126,test_067,,
127,test_109,,
128,normal_074,,
129,test_043,,
130,test_087,,
131,normal_138,,
132,normal_098,,
133,normal_110,,
134,normal_139,,
135,normal_105,,
136,normal_088,,
137,normal_055,,
138,normal_102,,
139,normal_101,,
140,normal_084,,
141,normal_031,,
142,normal_143,,
143,normal_113,,
144,tumor_010,,
145,tumor_100,,
146,tumor_077,,
147,tumor_097,,
148,tumor_017,,
149,tumor_070,,
150,tumor_068,,
151,tumor_056,,
152,tumor_050,,
153,tumor_093,,
154,tumor_101,,
155,tumor_073,,
156,tumor_108,,
157,tumor_019,,
158,tumor_091,,
159,tumor_098,,
160,tumor_069,,
161,tumor_048,,
162,tumor_061,,
163,tumor_026,,
164,tumor_096,,
165,tumor_027,,
166,tumor_040,,
167,tumor_011,,
168,tumor_062,,
169,tumor_065,,
170,tumor_092,,
171,tumor_033,,
172,tumor_034,,
173,tumor_078,,
174,tumor_082,,
175,tumor_030,,
176,tumor_007,,
177,tumor_086,,
178,tumor_075,,
179,tumor_014,,
180,tumor_081,,
181,tumor_080,,
182,tumor_103,,
183,tumor_043,,
184,tumor_079,,
185,tumor_090,,
186,tumor_015,,
187,tumor_054,,
188,tumor_067,,
189,tumor_052,,
190,tumor_013,,
191,tumor_006,,
192,tumor_110,,
193,tumor_037,,
194,tumor_084,,
195,tumor_099,,
196,tumor_105,,
197,tumor_072,,
198,tumor_002,,
199,tumor_104,,
200,tumor_021,,
201,tumor_053,,
202,tumor_063,,
203,tumor_023,,
204,tumor_109,,
205,tumor_042,,
206,tumor_111,,
207,tumor_016,,
208,tumor_064,,
209,tumor_020,,
210,tumor_044,,
211,tumor_071,,
212,tumor_095,,
213,tumor_055,,
214,tumor_089,,
215,tumor_045,,
216,tumor_025,,
217,tumor_058,,
218,tumor_001,,
219,tumor_012,,
220,tumor_036,,
221,tumor_057,,
222,tumor_028,,
223,tumor_060,,
224,tumor_008,,
225,tumor_041,,
226,tumor_022,,
227,tumor_076,,
228,tumor_088,,
229,tumor_024,,
230,tumor_051,,
231,tumor_107,,
232,test_094,,
233,test_046,,
234,test_102,,
235,test_122,,
236,test_092,,
237,test_013,,
238,test_033,,
239,test_004,,
