,train,val,test
0,normal_060,normal_064,normal_053
1,normal_083,test_120,normal_135
2,normal_076,test_085,test_036
3,normal_141,normal_160,test_070
4,normal_027,normal_102,test_088
5,normal_005,test_025,test_009
6,normal_158,normal_061,normal_094
7,normal_142,test_042,normal_045
8,normal_067,test_014,test_035
9,normal_146,test_022,normal_029
10,normal_028,normal_125,normal_140
11,normal_075,normal_157,normal_066
12,normal_096,normal_106,normal_088
13,normal_057,test_054,test_124
14,normal_111,normal_052,normal_085
15,normal_119,test_037,test_034
16,normal_154,test_100,test_098
17,normal_035,normal_017,test_005
18,normal_145,normal_038,normal_151
19,normal_127,test_050,normal_108
20,normal_120,normal_112,normal_041
21,normal_131,normal_129,normal_136
22,normal_144,normal_093,normal_099
23,normal_069,test_080,test_106
24,normal_148,tumor_013,tumor_019
25,normal_023,tumor_048,tumor_047
26,normal_109,tumor_055,tumor_046
27,normal_049,test_026,test_084
28,normal_025,tumor_052,test_069
29,normal_046,test_092,test_008
30,normal_032,test_046,test_121
31,normal_002,tumor_037,test_001
32,normal_048,tumor_109,tumor_107
33,normal_034,test_052,tumor_062
34,normal_073,tumor_040,tumor_014
35,normal_070,test_027,tumor_097
36,normal_115,tumor_045,tumor_074
37,normal_019,tumor_110,tumor_086
38,normal_063,tumor_065,tumor_066
39,normal_037,tumor_039,tumor_080
40,normal_054,,
41,normal_040,,
42,normal_118,,
43,normal_103,,
44,normal_062,,
45,normal_036,,
46,normal_097,,
47,normal_043,,
48,normal_123,,
49,normal_078,,
50,normal_012,,
51,normal_020,,
52,normal_128,,
53,normal_122,,
54,normal_051,,
55,normal_087,,
56,normal_124,,
57,normal_090,,
58,normal_047,,
59,normal_116,,
60,normal_130,,
61,normal_042,,
62,normal_026,,
63,normal_095,,
64,normal_071,,
65,normal_100,,
66,normal_082,,
67,normal_155,,
68,normal_133,,
69,test_024,,
70,test_012,,
71,test_023,,
72,test_125,,
73,test_115,,
74,test_101,,
75,normal_150,,
76,test_020,,
77,test_077,,
78,test_107,,
79,test_045,,
80,test_063,,
81,test_041,,
82,test_018,,
83,normal_153,,
84,test_081,,
85,test_056,,
86,test_015,,
87,test_078,,
88,test_055,,
89,normal_016,,
90,normal_092,,
91,test_096,,
92,test_059,,
93,test_103,,
94,test_129,,
95,normal_156,,
96,test_057,,
97,test_060,,
98,test_053,,
99,normal_117,,
100,test_093,,
101,test_095,,
102,test_112,,
103,test_130,,
104,normal_132,,
105,test_111,,
106,test_032,,
107,test_017,,
108,test_083,,
109,test_128,,
110,test_039,,
111,normal_021,,
112,test_091,,
113,test_072,,
114,test_019,,
115,test_044,,
116,test_127,,
117,test_123,,
118,normal_039,,
119,test_003,,
120,test_007,,
121,test_126,,
122,test_118,,
123,normal_024,,
124,test_006,,
125,normal_081,,
126,test_086,,
127,test_047,,
128,test_089,,
129,test_062,,
130,test_028,,
131,test_058,,
132,test_119,,
133,test_076,,
134,test_031,,
135,test_067,,
136,test_109,,
137,normal_074,,
138,test_043,,
139,test_087,,
140,normal_138,,
141,normal_098,,
142,normal_110,,
143,normal_139,,
144,tumor_010,,
145,tumor_100,,
146,tumor_077,,
147,tumor_017,,
148,tumor_070,,
149,tumor_068,,
150,tumor_056,,
151,tumor_050,,
152,tumor_093,,
153,tumor_101,,
154,tumor_073,,
155,tumor_108,,
156,tumor_091,,
157,tumor_098,,
158,tumor_069,,
159,tumor_061,,
160,tumor_026,,
161,tumor_096,,
162,tumor_027,,
163,tumor_102,,
164,tumor_106,,
165,tumor_011,,
166,tumor_038,,
167,tumor_004,,
168,tumor_092,,
169,tumor_033,,
170,tumor_034,,
171,tumor_078,,
172,tumor_082,,
173,tumor_030,,
174,tumor_083,,
175,tumor_007,,
176,tumor_003,,
177,tumor_059,,
178,tumor_075,,
179,tumor_081,,
180,tumor_103,,
181,tumor_043,,
182,tumor_079,,
183,tumor_090,,
184,tumor_015,,
185,tumor_029,,
186,tumor_054,,
187,tumor_067,,
188,tumor_006,,
189,tumor_084,,
190,tumor_099,,
191,tumor_105,,
192,tumor_072,,
193,tumor_002,,
194,tumor_031,,
195,tumor_104,,
196,tumor_094,,
197,tumor_021,,
198,tumor_053,,
199,tumor_063,,
200,tumor_085,,
201,tumor_023,,
202,tumor_087,,
203,tumor_042,,
204,tumor_111,,
205,tumor_016,,
206,tumor_064,,
207,tumor_020,,
208,tumor_044,,
209,tumor_071,,
210,tumor_095,,
211,tumor_035,,
212,tumor_009,,
213,tumor_089,,
214,tumor_025,,
215,tumor_058,,
216,tumor_001,,
217,tumor_012,,
218,tumor_036,,
219,tumor_049,,
220,tumor_057,,
221,tumor_028,,
222,tumor_060,,
223,tumor_005,,
224,tumor_008,,
225,tumor_018,,
226,tumor_041,,
227,tumor_022,,
228,tumor_076,,
229,tumor_032,,
230,tumor_088,,
231,tumor_024,,
232,tumor_051,,
233,test_094,,
234,test_061,,
235,test_016,,
236,test_102,,
237,test_122,,
238,test_113,,
239,test_013,,
