,train,val,test
normal_060,True,False,False
normal_076,True,False,False
normal_141,True,False,False
normal_136,True,False,False
normal_158,True,False,False
normal_142,True,False,False
normal_067,True,False,False
normal_146,True,False,False
normal_028,True,False,False
normal_075,True,False,False
normal_096,True,False,False
normal_057,True,False,False
normal_111,True,False,False
normal_035,True,False,False
normal_145,True,False,False
normal_127,True,False,False
normal_120,True,False,False
normal_144,True,False,False
normal_069,True,False,False
normal_023,True,False,False
normal_109,True,False,False
normal_066,True,False,False
normal_049,True,False,False
normal_025,True,False,False
normal_046,True,False,False
normal_032,True,False,False
normal_002,True,False,False
normal_048,True,False,False
normal_034,True,False,False
normal_073,True,False,False
normal_070,True,False,False
normal_017,True,False,False
normal_045,True,False,False
normal_019,True,False,False
normal_063,True,False,False
normal_041,True,False,False
normal_037,True,False,False
normal_054,True,False,False
normal_157,True,False,False
normal_040,True,False,False
normal_118,True,False,False
normal_103,True,False,False
normal_062,True,False,False
normal_036,True,False,False
normal_043,True,False,False
normal_053,True,False,False
normal_123,True,False,False
normal_078,True,False,False
normal_012,True,False,False
normal_020,True,False,False
normal_122,True,False,False
normal_051,True,False,False
normal_087,True,False,False
normal_124,True,False,False
normal_090,True,False,False
normal_047,True,False,False
normal_099,True,False,False
normal_130,True,False,False
normal_140,True,False,False
normal_042,True,False,False
normal_026,True,False,False
normal_095,True,False,False
normal_071,True,False,False
normal_100,True,False,False
normal_082,True,False,False
test_106,True,False,False
test_012,True,False,False
test_023,True,False,False
test_120,True,False,False
test_125,True,False,False
test_115,True,False,False
test_054,True,False,False
test_020,True,False,False
test_077,True,False,False
test_107,True,False,False
test_045,True,False,False
test_063,True,False,False
test_041,True,False,False
test_081,True,False,False
test_056,True,False,False
test_080,True,False,False
test_015,True,False,False
test_078,True,False,False
test_055,True,False,False
test_085,True,False,False
test_096,True,False,False
test_059,True,False,False
test_103,True,False,False
test_088,True,False,False
test_050,True,False,False
test_129,True,False,False
normal_156,True,False,False
test_060,True,False,False
normal_117,True,False,False
test_093,True,False,False
test_130,True,False,False
normal_132,True,False,False
test_111,True,False,False
test_032,True,False,False
test_017,True,False,False
test_083,True,False,False
test_128,True,False,False
normal_021,True,False,False
test_091,True,False,False
test_072,True,False,False
test_014,True,False,False
test_044,True,False,False
test_127,True,False,False
test_123,True,False,False
normal_039,True,False,False
test_042,True,False,False
test_007,True,False,False
test_126,True,False,False
test_118,True,False,False
test_036,True,False,False
test_025,True,False,False
test_005,True,False,False
test_006,True,False,False
test_037,True,False,False
test_034,True,False,False
test_086,True,False,False
test_047,True,False,False
test_009,True,False,False
test_062,True,False,False
test_028,True,False,False
test_058,True,False,False
test_119,True,False,False
test_098,True,False,False
test_076,True,False,False
test_031,True,False,False
test_109,True,False,False
normal_074,True,False,False
test_043,True,False,False
test_087,True,False,False
normal_098,True,False,False
normal_139,True,False,False
normal_105,True,False,False
normal_088,True,False,False
normal_055,True,False,False
normal_102,True,False,False
normal_101,True,False,False
normal_084,True,False,False
normal_031,True,False,False
normal_143,True,False,False
tumor_010,True,False,False
tumor_100,True,False,False
tumor_077,True,False,False
tumor_017,True,False,False
tumor_070,True,False,False
tumor_056,True,False,False
tumor_093,True,False,False
tumor_101,True,False,False
tumor_108,True,False,False
tumor_019,True,False,False
tumor_091,True,False,False
tumor_048,True,False,False
tumor_047,True,False,False
tumor_061,True,False,False
tumor_026,True,False,False
tumor_096,True,False,False
tumor_040,True,False,False
tumor_102,True,False,False
tumor_011,True,False,False
tumor_038,True,False,False
tumor_004,True,False,False
tumor_062,True,False,False
tumor_065,True,False,False
tumor_092,True,False,False
tumor_082,True,False,False
tumor_030,True,False,False
tumor_083,True,False,False
tumor_003,True,False,False
tumor_059,True,False,False
tumor_086,True,False,False
tumor_075,True,False,False
tumor_014,True,False,False
tumor_066,True,False,False
tumor_080,True,False,False
tumor_103,True,False,False
tumor_043,True,False,False
tumor_079,True,False,False
tumor_090,True,False,False
tumor_015,True,False,False
tumor_029,True,False,False
tumor_054,True,False,False
tumor_067,True,False,False
tumor_052,True,False,False
tumor_013,True,False,False
tumor_006,True,False,False
tumor_039,True,False,False
tumor_110,True,False,False
tumor_105,True,False,False
tumor_002,True,False,False
tumor_031,True,False,False
tumor_104,True,False,False
tumor_094,True,False,False
tumor_074,True,False,False
tumor_021,True,False,False
tumor_063,True,False,False
tumor_085,True,False,False
tumor_023,True,False,False
tumor_109,True,False,False
tumor_087,True,False,False
tumor_042,True,False,False
tumor_111,True,False,False
tumor_016,True,False,False
tumor_020,True,False,False
tumor_044,True,False,False
tumor_095,True,False,False
tumor_009,True,False,False
tumor_055,True,False,False
tumor_089,True,False,False
tumor_045,True,False,False
tumor_058,True,False,False
tumor_001,True,False,False
tumor_036,True,False,False
tumor_049,True,False,False
tumor_057,True,False,False
tumor_028,True,False,False
tumor_005,True,False,False
tumor_008,True,False,False
tumor_018,True,False,False
tumor_041,True,False,False
tumor_046,True,False,False
tumor_022,True,False,False
tumor_076,True,False,False
tumor_032,True,False,False
tumor_024,True,False,False
tumor_107,True,False,False
test_094,True,False,False
