,train,val,test
normal_060,True,False,False
normal_083,True,False,False
normal_141,True,False,False
normal_136,True,False,False
normal_027,True,False,False
normal_005,True,False,False
normal_158,True,False,False
normal_142,True,False,False
normal_067,True,False,False
normal_028,True,False,False
normal_075,True,False,False
normal_096,True,False,False
normal_057,True,False,False
normal_111,True,False,False
normal_135,True,False,False
normal_119,True,False,False
normal_154,True,False,False
normal_035,True,False,False
normal_145,True,False,False
normal_127,True,False,False
normal_120,True,False,False
normal_094,True,False,False
normal_144,True,False,False
normal_069,True,False,False
normal_148,True,False,False
normal_023,True,False,False
normal_066,True,False,False
normal_049,True,False,False
normal_025,True,False,False
normal_046,True,False,False
normal_032,True,False,False
normal_002,True,False,False
normal_048,True,False,False
normal_034,True,False,False
normal_073,True,False,False
normal_017,True,False,False
normal_045,True,False,False
normal_115,True,False,False
normal_041,True,False,False
normal_037,True,False,False
normal_157,True,False,False
normal_040,True,False,False
normal_118,True,False,False
normal_103,True,False,False
normal_062,True,False,False
normal_036,True,False,False
normal_097,True,False,False
normal_043,True,False,False
normal_053,True,False,False
normal_012,True,False,False
normal_020,True,False,False
normal_128,True,False,False
normal_051,True,False,False
normal_124,True,False,False
normal_090,True,False,False
normal_047,True,False,False
normal_099,True,False,False
normal_130,True,False,False
normal_140,True,False,False
normal_042,True,False,False
normal_026,True,False,False
normal_095,True,False,False
normal_082,True,False,False
normal_133,True,False,False
test_024,True,False,False
test_106,True,False,False
test_012,True,False,False
test_023,True,False,False
test_120,True,False,False
test_125,True,False,False
test_115,True,False,False
test_101,True,False,False
test_054,True,False,False
test_020,True,False,False
test_077,True,False,False
test_107,True,False,False
test_045,True,False,False
test_063,True,False,False
test_041,True,False,False
test_018,True,False,False
normal_153,True,False,False
test_081,True,False,False
test_056,True,False,False
test_080,True,False,False
test_015,True,False,False
test_078,True,False,False
test_055,True,False,False
normal_092,True,False,False
test_085,True,False,False
test_096,True,False,False
test_059,True,False,False
test_103,True,False,False
test_050,True,False,False
test_129,True,False,False
normal_156,True,False,False
test_100,True,False,False
test_060,True,False,False
test_053,True,False,False
normal_117,True,False,False
test_093,True,False,False
test_095,True,False,False
test_022,True,False,False
test_112,True,False,False
test_111,True,False,False
test_017,True,False,False
test_083,True,False,False
test_128,True,False,False
test_039,True,False,False
normal_021,True,False,False
test_035,True,False,False
test_072,True,False,False
test_014,True,False,False
test_044,True,False,False
test_123,True,False,False
test_124,True,False,False
test_126,True,False,False
test_036,True,False,False
test_025,True,False,False
normal_024,True,False,False
test_070,True,False,False
test_005,True,False,False
test_006,True,False,False
test_037,True,False,False
normal_081,True,False,False
test_086,True,False,False
test_047,True,False,False
test_009,True,False,False
test_089,True,False,False
test_062,True,False,False
test_028,True,False,False
test_058,True,False,False
normal_093,True,False,False
test_119,True,False,False
test_098,True,False,False
test_076,True,False,False
test_031,True,False,False
test_067,True,False,False
test_109,True,False,False
normal_074,True,False,False
test_087,True,False,False
normal_138,True,False,False
normal_110,True,False,False
normal_105,True,False,False
normal_088,True,False,False
tumor_010,True,False,False
tumor_077,True,False,False
tumor_017,True,False,False
tumor_070,True,False,False
tumor_068,True,False,False
tumor_056,True,False,False
tumor_050,True,False,False
tumor_093,True,False,False
tumor_073,True,False,False
tumor_108,True,False,False
tumor_019,True,False,False
tumor_091,True,False,False
tumor_098,True,False,False
tumor_069,True,False,False
tumor_048,True,False,False
tumor_047,True,False,False
tumor_026,True,False,False
tumor_096,True,False,False
tumor_027,True,False,False
tumor_040,True,False,False
tumor_102,True,False,False
tumor_106,True,False,False
tumor_038,True,False,False
tumor_004,True,False,False
tumor_062,True,False,False
tumor_092,True,False,False
tumor_033,True,False,False
tumor_034,True,False,False
tumor_030,True,False,False
tumor_083,True,False,False
tumor_007,True,False,False
tumor_003,True,False,False
tumor_059,True,False,False
tumor_086,True,False,False
tumor_075,True,False,False
tumor_014,True,False,False
tumor_081,True,False,False
tumor_080,True,False,False
tumor_043,True,False,False
tumor_079,True,False,False
tumor_090,True,False,False
tumor_054,True,False,False
tumor_052,True,False,False
tumor_013,True,False,False
tumor_006,True,False,False
tumor_039,True,False,False
tumor_110,True,False,False
tumor_037,True,False,False
tumor_099,True,False,False
tumor_105,True,False,False
tumor_072,True,False,False
tumor_002,True,False,False
tumor_031,True,False,False
tumor_094,True,False,False
tumor_021,True,False,False
tumor_053,True,False,False
tumor_063,True,False,False
tumor_109,True,False,False
tumor_087,True,False,False
tumor_111,True,False,False
tumor_016,True,False,False
tumor_064,True,False,False
tumor_020,True,False,False
tumor_044,True,False,False
tumor_071,True,False,False
tumor_095,True,False,False
tumor_009,True,False,False
tumor_055,True,False,False
tumor_089,True,False,False
tumor_025,True,False,False
tumor_058,True,False,False
tumor_001,True,False,False
tumor_012,True,False,False
tumor_036,True,False,False
tumor_049,True,False,False
tumor_057,True,False,False
tumor_060,True,False,False
tumor_008,True,False,False
tumor_018,True,False,False
tumor_041,True,False,False
tumor_046,True,False,False
tumor_022,True,False,False
tumor_032,True,False,False
tumor_088,True,False,False
tumor_051,True,False,False
tumor_107,True,False,False
test_094,True,False,False
test_052,True,False,False
test_046,True,False,False
test_061,True,False,False
test_102,True,False,False
test_122,True,False,False
test_113,True,False,False
test_013,True,False,False
test_033,True,False,False
test_040,True,False,False
normal_078,False,True,False
test_042,False,True,False
normal_106,False,True,False
normal_071,False,True,False
normal_070,False,True,False
normal_054,False,True,False
test_091,False,True,False
test_088,False,True,False
normal_087,False,True,False
test_019,False,True,False
normal_150,False,True,False
normal_098,False,True,False
normal_155,False,True,False
test_118,False,True,False
test_007,False,True,False
normal_149,False,True,False
normal_123,False,True,False
normal_076,False,True,False
normal_014,False,True,False
test_130,False,True,False
normal_063,False,True,False
test_127,False,True,False
normal_108,False,True,False
normal_080,False,True,False
tumor_035,False,True,False
tumor_097,False,True,False
test_079,False,True,False
tumor_024,False,True,False
tumor_023,False,True,False
test_064,False,True,False
tumor_028,False,True,False
tumor_074,False,True,False
tumor_045,False,True,False
tumor_061,False,True,False
tumor_101,False,True,False
test_117,False,True,False
tumor_011,False,True,False
tumor_015,False,True,False
test_092,False,True,False
tumor_076,False,True,False
normal_091,False,False,True
normal_089,False,False,True
normal_030,False,False,True
normal_143,False,False,True
normal_100,False,False,True
normal_139,False,False,True
normal_104,False,False,True
normal_109,False,False,True
normal_132,False,False,True
normal_039,False,False,True
normal_009,False,False,True
normal_064,False,False,True
test_057,False,False,True
normal_010,False,False,True
normal_131,False,False,True
test_032,False,False,True
test_003,False,False,True
normal_146,False,False,True
test_034,False,False,True
normal_019,False,False,True
normal_016,False,False,True
normal_116,False,False,True
test_043,False,False,True
normal_122,False,False,True
tumor_042,False,False,True
tumor_005,False,False,True
tumor_067,False,False,True
tumor_104,False,False,True
test_004,False,False,True
tumor_066,False,False,True
tumor_103,False,False,True
test_016,False,False,True
tumor_082,False,False,True
test_065,False,False,True
tumor_078,False,False,True
tumor_065,False,False,True
tumor_085,False,False,True
tumor_100,False,False,True
tumor_029,False,False,True
tumor_084,False,False,True
