,train,val,test
normal_060,True,False,False
normal_083,True,False,False
normal_076,True,False,False
normal_141,True,False,False
normal_027,True,False,False
normal_005,True,False,False
normal_158,True,False,False
normal_142,True,False,False
normal_067,True,False,False
normal_146,True,False,False
normal_028,True,False,False
normal_075,True,False,False
normal_096,True,False,False
normal_057,True,False,False
normal_111,True,False,False
normal_119,True,False,False
normal_154,True,False,False
normal_035,True,False,False
normal_145,True,False,False
normal_127,True,False,False
normal_120,True,False,False
normal_131,True,False,False
normal_144,True,False,False
normal_069,True,False,False
normal_148,True,False,False
normal_023,True,False,False
normal_109,True,False,False
normal_049,True,False,False
normal_025,True,False,False
normal_046,True,False,False
normal_032,True,False,False
normal_002,True,False,False
normal_048,True,False,False
normal_034,True,False,False
normal_073,True,False,False
normal_070,True,False,False
normal_115,True,False,False
normal_019,True,False,False
normal_063,True,False,False
normal_037,True,False,False
normal_054,True,False,False
normal_040,True,False,False
normal_118,True,False,False
normal_103,True,False,False
normal_062,True,False,False
normal_036,True,False,False
normal_097,True,False,False
normal_043,True,False,False
normal_123,True,False,False
normal_078,True,False,False
normal_012,True,False,False
normal_020,True,False,False
normal_128,True,False,False
normal_122,True,False,False
normal_051,True,False,False
normal_087,True,False,False
normal_124,True,False,False
normal_090,True,False,False
normal_047,True,False,False
normal_116,True,False,False
normal_130,True,False,False
normal_042,True,False,False
normal_026,True,False,False
normal_095,True,False,False
normal_071,True,False,False
normal_100,True,False,False
normal_082,True,False,False
normal_155,True,False,False
normal_133,True,False,False
test_024,True,False,False
test_012,True,False,False
test_023,True,False,False
test_125,True,False,False
test_115,True,False,False
test_101,True,False,False
normal_150,True,False,False
test_020,True,False,False
test_077,True,False,False
test_107,True,False,False
test_045,True,False,False
test_063,True,False,False
test_041,True,False,False
test_018,True,False,False
normal_153,True,False,False
test_081,True,False,False
test_056,True,False,False
test_015,True,False,False
test_078,True,False,False
test_055,True,False,False
normal_016,True,False,False
normal_092,True,False,False
test_096,True,False,False
test_059,True,False,False
test_103,True,False,False
test_129,True,False,False
normal_156,True,False,False
test_057,True,False,False
test_060,True,False,False
test_053,True,False,False
normal_117,True,False,False
test_093,True,False,False
test_095,True,False,False
test_112,True,False,False
test_130,True,False,False
normal_132,True,False,False
test_111,True,False,False
test_032,True,False,False
test_017,True,False,False
test_083,True,False,False
test_128,True,False,False
test_039,True,False,False
normal_021,True,False,False
test_091,True,False,False
test_072,True,False,False
test_019,True,False,False
test_044,True,False,False
test_127,True,False,False
test_123,True,False,False
normal_039,True,False,False
test_003,True,False,False
test_007,True,False,False
test_126,True,False,False
test_118,True,False,False
normal_024,True,False,False
test_006,True,False,False
normal_081,True,False,False
test_086,True,False,False
test_047,True,False,False
test_089,True,False,False
test_062,True,False,False
test_028,True,False,False
test_058,True,False,False
test_119,True,False,False
test_076,True,False,False
test_031,True,False,False
test_067,True,False,False
test_109,True,False,False
normal_074,True,False,False
test_043,True,False,False
test_087,True,False,False
normal_138,True,False,False
normal_098,True,False,False
normal_110,True,False,False
normal_139,True,False,False
tumor_010,True,False,False
tumor_100,True,False,False
tumor_077,True,False,False
tumor_017,True,False,False
tumor_070,True,False,False
tumor_068,True,False,False
tumor_056,True,False,False
tumor_050,True,False,False
tumor_093,True,False,False
tumor_101,True,False,False
tumor_073,True,False,False
tumor_108,True,False,False
tumor_091,True,False,False
tumor_098,True,False,False
tumor_069,True,False,False
tumor_061,True,False,False
tumor_026,True,False,False
tumor_096,True,False,False
tumor_027,True,False,False
tumor_102,True,False,False
tumor_106,True,False,False
tumor_011,True,False,False
tumor_038,True,False,False
tumor_004,True,False,False
tumor_092,True,False,False
tumor_033,True,False,False
tumor_034,True,False,False
tumor_078,True,False,False
tumor_082,True,False,False
tumor_030,True,False,False
tumor_083,True,False,False
tumor_007,True,False,False
tumor_003,True,False,False
tumor_059,True,False,False
tumor_075,True,False,False
tumor_081,True,False,False
tumor_103,True,False,False
tumor_043,True,False,False
tumor_079,True,False,False
tumor_090,True,False,False
tumor_015,True,False,False
tumor_029,True,False,False
tumor_054,True,False,False
tumor_067,True,False,False
tumor_006,True,False,False
tumor_084,True,False,False
tumor_099,True,False,False
tumor_105,True,False,False
tumor_072,True,False,False
tumor_002,True,False,False
tumor_031,True,False,False
tumor_104,True,False,False
tumor_094,True,False,False
tumor_021,True,False,False
tumor_053,True,False,False
tumor_063,True,False,False
tumor_085,True,False,False
tumor_023,True,False,False
tumor_087,True,False,False
tumor_042,True,False,False
tumor_111,True,False,False
tumor_016,True,False,False
tumor_064,True,False,False
tumor_020,True,False,False
tumor_044,True,False,False
tumor_071,True,False,False
tumor_095,True,False,False
tumor_035,True,False,False
tumor_009,True,False,False
tumor_089,True,False,False
tumor_025,True,False,False
tumor_058,True,False,False
tumor_001,True,False,False
tumor_012,True,False,False
tumor_036,True,False,False
tumor_049,True,False,False
tumor_057,True,False,False
tumor_028,True,False,False
tumor_060,True,False,False
tumor_005,True,False,False
tumor_008,True,False,False
tumor_018,True,False,False
tumor_041,True,False,False
tumor_022,True,False,False
tumor_076,True,False,False
tumor_032,True,False,False
tumor_088,True,False,False
tumor_024,True,False,False
tumor_051,True,False,False
test_094,True,False,False
test_061,True,False,False
test_016,True,False,False
test_102,True,False,False
test_122,True,False,False
test_113,True,False,False
test_013,True,False,False
normal_064,False,True,False
test_120,False,True,False
test_085,False,True,False
normal_160,False,True,False
normal_102,False,True,False
test_025,False,True,False
normal_061,False,True,False
test_042,False,True,False
test_014,False,True,False
test_022,False,True,False
normal_125,False,True,False
normal_157,False,True,False
normal_106,False,True,False
test_054,False,True,False
normal_052,False,True,False
test_037,False,True,False
test_100,False,True,False
normal_017,False,True,False
normal_038,False,True,False
test_050,False,True,False
normal_112,False,True,False
normal_129,False,True,False
normal_093,False,True,False
test_080,False,True,False
tumor_013,False,True,False
tumor_048,False,True,False
tumor_055,False,True,False
test_026,False,True,False
tumor_052,False,True,False
test_092,False,True,False
test_046,False,True,False
tumor_037,False,True,False
tumor_109,False,True,False
test_052,False,True,False
tumor_040,False,True,False
test_027,False,True,False
tumor_045,False,True,False
tumor_110,False,True,False
tumor_065,False,True,False
tumor_039,False,True,False
normal_053,False,False,True
normal_135,False,False,True
test_036,False,False,True
test_070,False,False,True
test_088,False,False,True
test_009,False,False,True
normal_094,False,False,True
normal_045,False,False,True
test_035,False,False,True
normal_029,False,False,True
normal_140,False,False,True
normal_066,False,False,True
normal_088,False,False,True
test_124,False,False,True
normal_085,False,False,True
test_034,False,False,True
test_098,False,False,True
test_005,False,False,True
normal_151,False,False,True
normal_108,False,False,True
normal_041,False,False,True
normal_136,False,False,True
normal_099,False,False,True
test_106,False,False,True
tumor_019,False,False,True
tumor_047,False,False,True
tumor_046,False,False,True
test_084,False,False,True
test_069,False,False,True
test_008,False,False,True
test_121,False,False,True
test_001,False,False,True
tumor_107,False,False,True
tumor_062,False,False,True
tumor_014,False,False,True
tumor_097,False,False,True
tumor_074,False,False,True
tumor_086,False,False,True
tumor_066,False,False,True
tumor_080,False,False,True
