,train,val,test
0,normal_060,normal_156,test_042
1,normal_083,normal_081,test_120
2,normal_076,normal_064,normal_100
3,normal_141,test_083,normal_147
4,normal_136,normal_049,test_130
5,normal_027,normal_142,normal_102
6,normal_067,normal_073,normal_160
7,normal_146,normal_090,normal_158
8,normal_028,normal_118,test_070
9,normal_075,normal_124,test_091
10,normal_111,test_115,normal_096
11,normal_135,normal_017,test_059
12,normal_119,test_035,normal_115
13,normal_154,test_034,test_014
14,normal_145,normal_005,normal_008
15,normal_127,normal_057,test_119
16,normal_120,normal_021,normal_157
17,normal_094,normal_050,test_089
18,normal_131,normal_007,test_080
19,normal_144,test_101,test_112
20,normal_069,normal_013,normal_035
21,normal_023,test_129,normal_148
22,normal_109,normal_026,test_032
23,normal_066,normal_037,test_017
24,normal_025,tumor_051,tumor_101
25,normal_046,test_013,test_038
26,normal_032,tumor_010,tumor_006
27,normal_002,tumor_090,tumor_106
28,normal_048,tumor_093,tumor_104
29,normal_034,test_108,tumor_037
30,normal_070,tumor_074,tumor_016
31,normal_045,tumor_084,tumor_055
32,normal_019,test_069,tumor_094
33,normal_063,tumor_027,tumor_109
34,normal_041,tumor_058,tumor_021
35,normal_054,tumor_034,tumor_070
36,normal_040,test_075,tumor_062
37,normal_103,test_030,test_105
38,normal_062,tumor_075,tumor_085
39,normal_036,tumor_007,test_061
40,normal_097,,
41,normal_043,,
42,normal_053,,
43,normal_123,,
44,normal_078,,
45,normal_012,,
46,normal_020,,
47,normal_128,,
48,normal_122,,
49,normal_051,,
50,normal_087,,
51,normal_047,,
52,normal_099,,
53,normal_116,,
54,normal_130,,
55,normal_140,,
56,normal_042,,
57,normal_095,,
58,normal_071,,
59,normal_082,,
60,normal_155,,
61,normal_133,,
62,test_024,,
63,test_106,,
64,test_012,,
65,test_023,,
66,test_125,,
67,test_054,,
68,normal_150,,
69,test_020,,
70,test_077,,
71,test_107,,
72,test_045,,
73,test_063,,
74,test_041,,
75,test_018,,
76,normal_153,,
77,test_081,,
78,test_056,,
79,test_015,,
80,test_078,,
81,test_055,,
82,normal_016,,
83,normal_092,,
84,test_085,,
85,test_096,,
86,test_103,,
87,test_088,,
88,test_050,,
89,test_057,,
90,test_100,,
91,test_060,,
92,test_053,,
93,normal_117,,
94,test_093,,
95,test_095,,
96,test_022,,
97,normal_132,,
98,test_111,,
99,test_128,,
100,test_039,,
101,test_072,,
102,test_019,,
103,test_044,,
104,test_127,,
105,test_123,,
106,normal_039,,
107,test_124,,
108,test_003,,
109,test_007,,
110,test_126,,
111,test_118,,
112,test_036,,
113,test_025,,
114,normal_024,,
115,test_005,,
116,test_006,,
117,test_037,,
118,test_086,,
119,test_047,,
120,test_009,,
121,test_062,,
122,test_028,,
123,test_058,,
124,normal_093,,
125,test_098,,
126,test_076,,
127,test_031,,
128,test_067,,
129,test_109,,
130,normal_074,,
131,test_043,,
132,test_087,,
133,normal_138,,
134,normal_098,,
135,normal_110,,
136,normal_139,,
137,normal_105,,
138,normal_088,,
139,normal_055,,
140,normal_101,,
141,normal_084,,
142,normal_031,,
143,normal_143,,
144,tumor_100,,
145,tumor_077,,
146,tumor_097,,
147,tumor_017,,
148,tumor_068,,
149,tumor_056,,
150,tumor_050,,
151,tumor_073,,
152,tumor_108,,
153,tumor_019,,
154,tumor_091,,
155,tumor_098,,
156,tumor_069,,
157,tumor_048,,
158,tumor_047,,
159,tumor_061,,
160,tumor_026,,
161,tumor_096,,
162,tumor_040,,
163,tumor_102,,
164,tumor_011,,
165,tumor_038,,
166,tumor_004,,
167,tumor_065,,
168,tumor_092,,
169,tumor_033,,
170,tumor_078,,
171,tumor_082,,
172,tumor_030,,
173,tumor_083,,
174,tumor_003,,
175,tumor_059,,
176,tumor_086,,
177,tumor_014,,
178,tumor_066,,
179,tumor_081,,
180,tumor_080,,
181,tumor_103,,
182,tumor_043,,
183,tumor_079,,
184,tumor_015,,
185,tumor_029,,
186,tumor_054,,
187,tumor_067,,
188,tumor_052,,
189,tumor_013,,
190,tumor_039,,
191,tumor_110,,
192,tumor_099,,
193,tumor_105,,
194,tumor_072,,
195,tumor_002,,
196,tumor_031,,
197,tumor_053,,
198,tumor_063,,
199,tumor_023,,
200,tumor_087,,
201,tumor_042,,
202,tumor_111,,
203,tumor_064,,
204,tumor_020,,
205,tumor_044,,
206,tumor_071,,
207,tumor_095,,
208,tumor_035,,
209,tumor_009,,
210,tumor_089,,
211,tumor_045,,
212,tumor_025,,
213,tumor_001,,
214,tumor_012,,
215,tumor_036,,
216,tumor_049,,
217,tumor_057,,
218,tumor_028,,
219,tumor_060,,
220,tumor_005,,
221,tumor_008,,
222,tumor_018,,
223,tumor_041,,
224,tumor_046,,
225,tumor_022,,
226,tumor_076,,
227,tumor_032,,
228,tumor_088,,
229,tumor_024,,
230,tumor_107,,
231,test_094,,
232,test_052,,
233,test_046,,
234,test_016,,
235,test_102,,
236,test_122,,
237,test_092,,
238,test_113,,
239,test_033,,
